,error,absolute_error
0,-60.951896742573794,60.951896742573794
1,-17.429309439059907,17.429309439059907
2,-5.6632097815924425,5.6632097815924425
3,-3.7599414587643345,3.7599414587643345
4,-3.0882764217927967,3.0882764217927967
5,52.07393414731312,52.07393414731312
6,51.89203949168004,51.89203949168004
7,82.5120036948208,82.5120036948208
8,-33.50235207510457,33.50235207510457
9,-40.39478446549474,40.39478446549474
10,-72.35650021733812,72.35650021733812
11,-77.34825029355187,77.34825029355187
12,-126.9612942492515,126.9612942492515
13,-130.10370157315003,130.10370157315003
14,-97.3982923041624,97.3982923041624
15,-87.89559815642886,87.89559815642886
16,-85.41537932540163,85.41537932540163
17,-11.99278733689951,11.99278733689951
18,39.73308177420161,39.73308177420161
19,87.13477983688534,87.13477983688534
20,65.4625880502471,65.4625880502471
21,-13.419994768980757,13.419994768980757
22,-2.76084270684418,2.76084270684418
23,8.253949354516926,8.253949354516926
24,-96.05212379416189,96.05212379416189
25,-72.57012816186723,72.57012816186723
26,-34.2692808443041,34.2692808443041
27,-58.730204954079056,58.730204954079056
28,-42.59319139174217,42.59319139174217
29,14.326173913385185,14.326173913385185
30,26.361054742871026,26.361054742871026
31,-17.3679693667681,17.3679693667681
32,-29.652553765762946,29.652553765762946
33,-40.26173270069053,40.26173270069053
34,-68.33163382455345,68.33163382455345
35,-122.73979320642246,122.73979320642246
36,-161.1175798483206,161.1175798483206
37,-73.63083976783102,73.63083976783102
38,-77.08535882457326,77.08535882457326
39,-54.30082088515968,54.30082088515968
40,-28.978332506641692,28.978332506641692
41,26.235142501493577,26.235142501493577
42,56.93137468022144,56.93137468022144
43,62.668681190389215,62.668681190389215
44,2.848776745184928,2.848776745184928
45,-4.103433358270065,4.103433358270065
46,-0.5105514893095524,0.5105514893095524
47,-16.079164757439944,16.079164757439944
48,19.693237245330618,19.693237245330618
49,9.894418089587468,9.894418089587468
50,-15.365290101395672,15.365290101395672
51,-26.873422404377806,26.873422404377806
52,-80.20661812023431,80.20661812023431
53,-47.40558105642194,47.40558105642194
54,-29.59292653069093,29.59292653069093
55,19.585983632672324,19.585983632672324
56,41.14705380901764,41.14705380901764
57,29.720001394358498,29.720001394358498
58,33.88467989798564,33.88467989798564
59,81.09171617952374,81.09171617952374
60,64.6358945912995,64.6358945912995
61,19.6429497061659,19.6429497061659
62,-57.98747259412664,57.98747259412664
63,-19.637308449957715,19.637308449957715
64,-33.26467234115651,33.26467234115651
65,-20.119017947787086,20.119017947787086
66,-31.988657033503742,31.988657033503742
67,-27.991818061407855,27.991818061407855
68,-9.92624011107429,9.92624011107429
69,9.682714032923933,9.682714032923933
70,15.755181252713419,15.755181252713419
71,4.611716669159649,4.611716669159649
72,27.754125077723167,27.754125077723167
73,-7.92575627553399,7.92575627553399
74,-10.924682131231606,10.924682131231606
75,-60.94100674874983,60.94100674874983
76,-69.60472190824584,69.60472190824584
77,-16.62246185555803,16.62246185555803
78,33.707135103399835,33.707135103399835
79,37.09779649682059,37.09779649682059
80,25.628984515997537,25.628984515997537
81,55.471098806785115,55.471098806785115
82,55.08838555949143,55.08838555949143
83,39.221655855823,39.221655855823
84,-3.323319302872534,3.323319302872534
85,-22.356458220670817,22.356458220670817
86,-18.559803866632507,18.559803866632507
87,-27.119642590231507,27.119642590231507
88,-10.792942388535707,10.792942388535707
89,-36.666650988579036,36.666650988579036
90,-29.719004528773183,29.719004528773183
91,-52.24221023501827,52.24221023501827
92,11.169141544651815,11.169141544651815
93,10.170422626496379,10.170422626496379
94,4.920206596773792,4.920206596773792
95,16.935158602364183,16.935158602364183
96,-15.191344843476202,15.191344843476202
97,-17.494940028457528,17.494940028457528
98,-82.31448881094008,82.31448881094008
99,-61.645822717411534,61.645822717411534
100,-3.6262878136708565,3.6262878136708565
101,38.945983655119164,38.945983655119164
102,33.55461162594216,33.55461162594216
103,45.33684024786102,45.33684024786102
104,34.14205350584295,34.14205350584295
105,49.4264523290094,49.4264523290094
106,37.243394148784496,37.243394148784496
107,-2.295906226991363,2.295906226991363
108,-17.395079552431042,17.395079552431042
109,-17.60275135760864,17.60275135760864
110,10.143946037682909,10.143946037682909
111,21.518132481698345,21.518132481698345
112,-48.50598542415359,48.50598542415359
113,-7.116134115657552,7.116134115657552
114,-16.571989352391533,16.571989352391533
115,23.468066223513993,23.468066223513993
116,18.758147914428434,18.758147914428434
117,15.50793188470585,15.50793188470585
118,20.349758294278786,20.349758294278786
119,-5.605159277681649,5.605159277681649
120,-36.10190396667299,36.10190396667299
121,-70.18668357775593,70.18668357775593
122,-53.14095631850694,53.14095631850694
123,-4.714039060091494,4.714039060091494
124,23.65802701067246,23.65802701067246
125,22.84430164115497,22.84430164115497
126,49.70689220469642,49.70689220469642
127,52.89650696188103,52.89650696188103
128,62.19160455587293,62.19160455587293
129,47.8785173137403,47.8785173137403
130,31.330437742954643,31.330437742954643
131,-58.43717813687181,58.43717813687181
132,-42.33282827423977,42.33282827423977
133,-33.86602824876144,33.86602824876144
134,-7.274431366269795,7.274431366269795
135,-10.785365035075927,10.785365035075927
136,23.658696767017222,23.658696767017222
137,-9.941330941903885,9.941330941903885
138,28.141089746377443,28.141089746377443
139,22.972051894362203,22.972051894362203
140,15.721835864639617,15.721835864639617
141,14.148272690203084,14.148272690203084
142,-64.93609922394485,64.93609922394485
143,-35.21999887475688,35.21999887475688
144,-90.29617901305363,90.29617901305363
145,-60.04458299502841,60.04458299502841
146,28.403207277022716,28.403207277022716
147,44.945983655119164,44.945983655119164
148,63.38978073142066,63.38978073142066
149,41.02763144013785,41.02763144013785
150,73.56326420478204,73.56326420478204
151,67.91775761504056,67.91775761504056
152,63.73667280747411,63.73667280747411
153,29.743727922340568,29.743727922340568
154,-14.509350647319309,14.509350647319309
155,-86.70251291097028,86.70251291097028
156,-62.00317768557741,62.00317768557741
157,-18.331133973496364,18.331133973496364
158,-37.05823546488597,37.05823546488597
159,-3.232479817988356,3.232479817988356
160,-8.73132817445175,8.73132817445175
161,-33.31268440067507,33.31268440067507
162,-24.714671059816375,24.714671059816375
163,3.5123717757905215,3.5123717757905215
164,-49.05902587376468,49.05902587376468
165,-42.38736083679314,42.38736083679314
166,57.73232049344899,57.73232049344899
167,45.97443132220019,45.97443132220019
168,77.58674204624198,77.58674204624198
169,48.66845539797508,48.66845539797508
170,18.98224065428932,18.98224065428932
171,-20.12428984771745,20.12428984771745
172,-19.493542195388287,19.493542195388287
173,-64.11695860518083,64.11695860518083
174,-80.98951107341398,80.98951107341398
175,-19.784313362400397,19.784313362400397
176,-57.69225635257453,57.69225635257453
177,1.6893295895821439,1.6893295895821439
178,111.87680484827018,111.87680484827018
179,66.08236772222239,66.08236772222239
180,55.06969829270321,55.06969829270321
181,48.34074167888746,48.34074167888746
182,22.574826280986755,22.574826280986755
183,21.07936806324883,21.07936806324883
184,64.54769989631608,64.54769989631608
185,-78.94713892567565,78.94713892567565
186,-47.20826540363398,47.20826540363398
187,-21.362247568399333,21.362247568399333
188,-44.19178926519406,44.19178926519406
189,-63.04750998497697,63.04750998497697
190,8.224921616396514,8.224921616396514
191,31.11291058449076,31.11291058449076
192,90.17101130423312,90.17101130423312
193,43.64383326367307,43.64383326367307
194,40.314267389829176,40.314267389829176
195,-17.335369768845467,17.335369768845467
196,-44.15501293527798,44.15501293527798
197,-54.71873971175262,54.71873971175262
198,-89.20131548931295,89.20131548931295
199,-81.25897088750176,81.25897088750176
200,-92.21861487023074,92.21861487023074
201,-15.783978579222833,15.783978579222833
202,20.23005275251421,20.23005275251421
203,49.89902836314304,49.89902836314304
204,74.39008707201805,74.39008707201805
205,58.36794812741411,58.36794812741411
206,1.6549822325930883,1.6549822325930883
207,4.6336434593438405,4.6336434593438405
208,4.355354029045673,4.355354029045673
209,-14.229612624014202,14.229612624014202
210,-11.937700392380366,11.937700392380366
211,-13.894860450429611,13.894860450429611
212,1.5748498097044321,1.5748498097044321
213,-14.69560974790793,14.69560974790793
214,-38.58313463251163,38.58313463251163
215,-24.318648817330143,24.318648817330143
216,-27.652522484109227,27.652522484109227
217,-12.894249723931267,12.894249723931267
218,33.574911510113886,33.574911510113886
219,85.01555143465522,85.01555143465522
220,30.877668246374736,30.877668246374736
221,40.7704328321031,40.7704328321031
222,49.30052545508118,49.30052545508118
223,63.324874277943145,63.324874277943145
224,49.14181609771825,49.14181609771825
225,-0.17286602144069718,0.17286602144069718
226,-51.526965403789205,51.526965403789205
227,-41.076180251016524,41.076180251016524
228,-69.22541411783891,69.22541411783891
229,-17.365202204859855,17.365202204859855
230,-25.145653938467973,25.145653938467973
231,-10.79921649234307,10.79921649234307
232,0.593584366766823,0.593584366766823
233,23.548917597981905,23.548917597981905
234,15.89563879801152,15.89563879801152
235,-1.256544292189063,1.256544292189063
236,-10.593263579691335,10.593263579691335
237,-43.93440143260163,43.93440143260163
238,-68.9672385659116,68.9672385659116
239,-73.01285493620162,73.01285493620162
240,4.139328753913162,4.139328753913162
241,29.41213743525461,29.41213743525461
242,8.517306357073547,8.517306357073547
243,11.645689280592428,11.645689280592428
244,13.716878362908304,13.716878362908304
245,59.33965066453381,59.33965066453381
246,53.48629642518733,53.48629642518733
247,67.35927773342388,67.35927773342388
248,10.384063292075112,10.384063292075112
249,-24.857142122279242,24.857142122279242
250,-27.572106802527003,27.572106802527003
251,1.1966404035796394,1.1966404035796394
252,-25.340823618411356,25.340823618411356
253,-25.75774950748272,25.75774950748272
254,-22.16584551473415,22.16584551473415
255,-14.810496352551318,14.810496352551318
256,-20.27181643198712,20.27181643198712
257,-18.571459499097834,18.571459499097834
258,-24.0043798172859,24.0043798172859
259,-25.051465567267996,25.051465567267996
260,-93.55183597050922,93.55183597050922
261,-154.56728546552768,154.56728546552768
262,-32.52460699020973,32.52460699020973
263,12.307956879847904,12.307956879847904
264,19.89172281676405,19.89172281676405
265,46.839583471420696,46.839583471420696
266,-1.6377280870274191,1.6377280870274191
267,51.41702211255421,51.41702211255421
268,50.8547653903916,50.8547653903916
269,-9.190958850760339,9.190958850760339
270,-72.80200546491864,72.80200546491864
271,-29.60657299653127,29.60657299653127
272,-50.98878093182594,50.98878093182594
273,-14.932871451859114,14.932871451859114
274,-10.862879797775406,10.862879797775406
275,21.329894146073215,21.329894146073215
276,19.01355460774719,19.01355460774719
277,-9.449057635858537,9.449057635858537
278,-10.937700392380366,10.937700392380366
279,-13.74269000915068,13.74269000915068
280,4.727020250983376,4.727020250983376
281,3.814393640696415,3.814393640696415
282,-22.343479620522167,22.343479620522167
283,-8.252445694536547,8.252445694536547
284,-72.26877031205461,72.26877031205461
285,-43.25950405797087,43.25950405797087
286,77.8000009880368,77.8000009880368
287,32.990200761854375,32.990200761854375
288,41.34215322975243,41.34215322975243
289,21.006988344419668,21.006988344419668
290,54.11801649309052,54.11801649309052
291,35.394941225947875,35.394941225947875
292,58.36790160507264,58.36790160507264
293,24.847887772370697,24.847887772370697
294,-45.58210663488509,45.58210663488509
295,-40.03253035930078,40.03253035930078
296,-46.507159674916295,46.507159674916295
297,-10.189092441183163,10.189092441183163
298,-5.6035402981277755,5.6035402981277755
299,8.884861633418819,8.884861633418819
300,-0.4830007244730812,0.4830007244730812
301,15.49162602769715,15.49162602769715
302,-25.146014841348645,25.146014841348645
303,-30.396230871071218,30.396230871071218
304,13.190587198866725,13.190587198866725
305,-20.06657882829314,20.06657882829314
306,-38.9752193718614,38.9752193718614
307,-62.21982708379102,62.21982708379102
308,-111.89879297353434,111.89879297353434
309,10.15563372326072,10.15563372326072
310,17.307956879847904,17.307956879847904
311,26.46786264852589,26.46786264852589
312,12.935420331738975,12.935420331738975
313,39.561224966082854,39.561224966082854
314,69.78960838301634,69.78960838301634
315,63.32886817700732,63.32886817700732
316,28.708936134347255,28.708936134347255
317,-63.023013507533165,63.023013507533165
318,-66.32244460668201,66.32244460668201
319,-66.86444040251718,66.86444040251718
320,-1.4778391708265275,1.4778391708265275
321,-29.780164051721442,29.780164051721442
322,-9.37956933168035,9.37956933168035
323,16.24681077934801,16.24681077934801
324,-25.044861927131862,25.044861927131862
325,-16.827535354638997,16.827535354638997
326,-5.061435697171579,5.061435697171579
327,-0.6357298016323067,0.6357298016323067
328,9.035935235339235,9.035935235339235
329,80.03585938191537,80.03585938191537
330,28.90794627898516,28.90794627898516
331,68.81481935746916,68.81481935746916
332,13.931707515619447,13.931707515619447
333,-26.506855016396337,26.506855016396337
334,-42.146000617478606,42.146000617478606
335,-56.95997251779826,56.95997251779826
336,-109.49829611022551,109.49829611022551
337,-83.39108804366995,83.39108804366995
338,-50.684061571275095,50.684061571275095
339,-54.65309255911524,54.65309255911524
340,-27.488507794995428,27.488507794995428
341,17.028193508224717,17.028193508224717
342,76.43637506285248,76.43637506285248
343,106.72570635741477,106.72570635741477
344,91.40849492159138,91.40849492159138
345,39.56965741866083,39.56965741866083
346,-3.5009655442880216,3.5009655442880216
347,43.200972675680674,43.200972675680674
348,-31.318845415892127,31.318845415892127
349,-23.79806030345376,23.79806030345376
350,-16.10136460356125,16.10136460356125
351,14.56332616646579,14.56332616646579
352,-6.672194139518051,6.672194139518051
353,57.08534943196249,57.08534943196249
354,47.32746026071363,47.32746026071363
355,76.25959248797729,76.25959248797729
356,3.7620223379258224,3.7620223379258224
357,12.15823223932427,12.15823223932427
358,-17.203915605555082,17.203915605555082
359,-40.64612792899908,40.64612792899908
360,-87.42104369704856,87.42104369704856
361,-58.37687701859912,58.37687701859912
362,-69.44495093059885,69.44495093059885
